"KensaResult(OK,/NG)",KensaTime,KensaSagyoushaName,DetectedPitch,TotalLength,KensaYarinaoshi
"(0, 5)",20240325_094846,,"[22.39, 92.55, 92.56, 54.99, 41.31, 16.92]",320.72,False
"(0, 6)",20240325_094849,,"[22.39, 92.55, 92.56, 54.99, 41.31, 16.92]",320.72,False
"(0, 7)",20240325_094915,,"[22.64, 92.31, 92.56, 54.99, 42.3, 16.17]",320.97,False
"(1, 7)",20240325_094924,,"[16.67, 41.55, 53.74, 94.55, 93.55, 22.39]",322.45,False
"(1, 0)",20240325_095058,,"[16.92, 41.05, 53.99, 94.3, 93.8, 22.14]",322.2,
"(1, 1)",20240325_095104,,"[22.39, 92.31, 92.81, 55.24, 41.8, 16.17]",320.71,False
"(1, 2)",20240325_095106,,"[22.39, 92.31, 92.81, 55.24, 41.8, 16.17]",320.71,False
"(2, 2)",20240325_095111,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.39]",322.2,False
"(1, 0)",20240325_095538,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.14]",321.95,
"(1, 0)",20240325_095711,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.39]",322.2,
"(1, 0)",20240325_095846,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.39]",322.2,
"(1, 0)",20240325_100856,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.14]",321.95,
"(1, 0)",20240325_101147,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.39]",322.2,
"(1, 0)",20240325_101359,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.14]",321.95,
"(2, 0)",20240325_101406,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.39]",322.2,False
"(1, 0)",20240325_101607,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.14]",321.95,
"(1, 0)",20240325_101654,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.39]",322.2,
"(1, 0)",20240325_101759,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.14]",321.95,
"(1, 0)",20240325_102031,,"[16.92, 41.55, 53.74, 94.05, 93.55, 22.14]",321.95,
"(1, 0)",20240325_102424,,"[17.17, 41.3, 53.74, 94.05, 93.55, 22.39]",322.2,
"(0, 1)",20240325_102722,,"[206.26, 93.55, 22.14]",321.95,
"(1, 1)",20240325_102724,,"[16.92, 41.3, 53.74, 94.3, 93.55, 22.14]",321.95,False
"(2, 1)",20240325_102736,,"[16.92, 41.55, 53.49, 94.3, 94.8, 21.4]",322.45,False
"(3, 1)",20240325_102742,,"[16.92, 41.55, 53.49, 94.3, 94.8, 21.4]",322.45,False
"(3, 2)",20240325_102745,,"[41.3, 53.49, 94.3, 94.8, 21.4]",305.28,False
"(1, 0)",20240325_102808,,"[11.44, 118.43, 97.03, 107.48, 24.63]",359.02,
"(1, 0)",20240325_103728,,"[17.17, 41.3, 53.74, 94.05, 94.55, 21.4]",322.2,
"(1, 0)",20240325_104146,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,
"(2, 0)",20240325_104148,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,False
"(3, 0)",20240325_104150,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,False
"(4, 0)",20240325_104153,,"[17.17, 41.3, 53.49, 94.3, 94.55, 21.4]",322.2,False
"(5, 0)",20240325_104156,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,False
"(6, 0)",20240325_104158,,"[17.17, 41.3, 53.74, 94.05, 94.55, 21.4]",322.2,False
"(7, 0)",20240325_104201,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,False
"(1, 0)",20240325_104247,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,
"(1, 0)",20240325_104421,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,
"(2, 0)",20240325_104423,,"[16.92, 41.55, 53.49, 94.3, 94.3, 21.65]",322.2,False
"(3, 0)",20240325_104425,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,False
"(4, 0)",20240325_104427,,"[17.17, 41.3, 53.74, 94.05, 94.3, 21.65]",322.2,False
"(1, 0)",20240325_105010,,"[17.17, 41.3, 53.74, 94.05, 94.54, 21.65]",322.45,
"(2, 0)",20240325_105012,,"[17.17, 41.3, 53.49, 94.3, 94.55, 21.4]",322.2,False
"(1, 0)",20240325_105049,,"[16.92, 41.3, 53.74, 94.3, 94.3, 21.4]",321.95,
"(1, 1)",20240325_105523,,"[16.92, 41.3, 54.75, 29.27, 94.3, 55.24, 61.2]",352.98,False
"(1, 2)",20240325_105536,,"[16.92, 41.3, 53.49, 94.55, 55.25, 61.2]",322.71,False
"(1, 3)",20240325_105541,,"[16.92, 41.3, 53.74, 94.3, 55.24, 61.2]",322.71,False
"(1, 4)",20240325_105543,,"[16.92, 41.3, 53.74, 94.3, 55.25, 60.96]",322.46,False
"(1, 5)",20240325_105545,,"[16.92, 41.3, 53.74, 94.3, 55.25, 60.96]",322.46,False
"(1, 6)",20240325_105547,,"[16.92, 41.3, 53.74, 94.3, 55.24, 61.2]",322.71,False
"(1, 7)",20240325_105549,,"[16.92, 41.3, 53.74, 94.3, 55.25, 60.96]",322.46,False
"(0, 1)",20240325_105942,,"[16.92, 41.3, 53.74, 94.3, 55.24, 60.96]",322.45,
"(0, 2)",20240325_105945,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.46,False
"(0, 3)",20240325_105947,,"[16.92, 41.3, 53.74, 94.3, 55.24, 60.96]",322.46,False
"(0, 1)",20240325_110122,,"[16.92, 41.3, 53.74, 94.3, 55.24, 60.96]",322.46,
"(0, 2)",20240325_110124,,"[16.92, 41.3, 53.74, 94.3, 55.24, 60.96]",322.46,False
"(0, 3)",20240325_110126,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.45,False
"(0, 1)",20240325_110732,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.45,
"(0, 2)",20240325_110734,,"[16.92, 41.3, 53.74, 94.05, 55.24, 61.2]",322.45,False
"(0, 3)",20240325_110736,,"[16.92, 41.3, 53.49, 94.55, 54.99, 61.2]",322.45,False
"(0, 4)",20240325_110739,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.45,False
"(0, 5)",20240325_110741,,"[16.92, 41.3, 53.49, 94.55, 54.99, 61.2]",322.45,False
"(0, 6)",20240325_110743,,"[16.92, 41.3, 53.74, 94.05, 55.24, 61.2]",322.45,False
"(0, 1)",20240325_110807,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.46,
"(0, 2)",20240325_110809,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.45,False
"(0, 1)",20240325_110828,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.45,
"(0, 2)",20240325_110831,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.46,False
"(0, 3)",20240325_110833,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.45,False
"(0, 4)",20240325_110835,,"[16.92, 41.3, 53.74, 94.3, 54.99, 61.2]",322.45,False
"(0, 5)",20240325_110837,,"[16.92, 41.3, 53.49, 94.55, 54.99, 61.2]",322.45,False
"(1, 5)",20240325_110849,,"[16.92, 41.3, 53.74, 94.3, 94.05, 22.14]",322.45,False
"(2, 5)",20240325_110851,,"[16.67, 41.3, 53.74, 94.3, 94.05, 22.14]",322.2,False
"(3, 5)",20240325_110901,,"[16.67, 41.3, 53.74, 94.3, 95.05, 21.65]",322.71,False
"(1, 0)",20240325_110939,,"[16.67, 41.55, 53.49, 94.3, 95.05, 21.65]",322.71,
"(1, 0)",20240325_111053,,"[16.92, 41.3, 53.49, 94.55, 94.8, 21.65]",322.71,
"(1, 0)",20240325_111724,,"[16.67, 41.3, 53.74, 94.55, 94.8, 21.65]",322.71,
"(1, 0)",20240325_111756,,"[16.67, 41.55, 53.49, 94.55, 94.8, 21.65]",322.71,
"(2, 0)",20240325_111813,,"[16.92, 41.05, 53.99, 94.3, 94.05, 22.14]",322.45,False
"(2, 1)",20240325_111823,,"[16.92, 41.05, 53.99, 94.3, 71.41, 45.03]",322.7,False
"(2, 2)",20240325_111826,,"[16.92, 41.05, 53.99, 94.3, 71.41, 44.78]",322.45,False
"(2, 3)",20240325_111829,,"[16.92, 41.05, 53.99, 94.3, 71.41, 44.78]",322.45,False
"(2, 4)",20240325_111845,,"[16.92, 41.3, 53.99, 94.05, 55.48, 60.96]",322.7,False
"(0, 1)",20240325_111951,,"[16.92, 41.3, 53.74, 94.3, 55.48, 60.96]",322.7,
"(0, 2)",20240325_112001,,"[16.92, 41.3, 53.74, 94.3, 55.48, 60.96]",322.7,False
"(0, 3)",20240325_112016,,"[17.17, 41.05, 53.74, 94.3, 55.48, 60.96]",322.7,False
"(0, 4)",20240325_112018,,"[16.92, 41.3, 53.74, 94.3, 55.48, 60.96]",322.7,False
"(1, 4)",20240325_112332,,"[17.17, 41.3, 53.74, 94.3, 93.81, 22.89]",323.2,False
"(1, 5)",20240325_112342,,"[17.17, 41.05, 73.89, 74.15, 93.8, 22.64]",322.7,False
"(1, 6)",20240325_112355,,"[17.17, 41.3, 53.74, 150.04, 38.07, 22.39]",322.71,False
"(2, 6)",20240325_112405,,"[16.92, 41.55, 53.74, 94.05, 93.8, 22.64]",322.7,False
"(3, 6)",20240325_112608,,"[16.92, 41.3, 53.74, 94.05, 93.8, 22.64]",322.45,False
"(3, 7)",20240325_112619,,"[16.92, 41.3, 53.74, 94.05, 71.92, 45.03]",322.96,False
"(3, 8)",20240325_112622,,"[16.92, 41.3, 53.74, 94.05, 71.92, 45.03]",322.96,False
"(0, 1)",20240325_112814,,"[16.92, 41.3, 53.74, 94.05, 71.41, 45.03]",322.45,
"(0, 2)",20240325_112818,,"[16.67, 41.55, 53.74, 94.05, 71.17, 45.28]",322.46,False
"(0, 3)",20240325_112820,,"[16.92, 41.3, 53.74, 94.05, 71.16, 45.28]",322.45,False
"(1, 3)",20240325_112829,,"[17.17, 41.3, 53.74, 94.05, 95.04, 21.65]",322.95,False
"(2, 3)",20240325_112840,,"[16.92, 41.3, 53.74, 94.3, 95.79, 20.9]",322.95,False
"(3, 3)",20240325_112842,,"[16.92, 41.3, 53.74, 94.3, 95.29, 21.15]",322.7,False
"(4, 3)",20240325_112843,,"[16.92, 41.3, 53.74, 94.05, 95.54, 21.15]",322.7,False
"(5, 3)",20240325_112855,,"[16.92, 41.3, 53.74, 94.3, 95.29, 21.15]",322.7,False
"(6, 3)",20240325_112858,,"[16.92, 41.3, 53.74, 94.05, 95.54, 21.15]",322.7,False
"(7, 3)",20240325_112901,,"[16.92, 41.3, 53.74, 94.05, 94.55, 21.89]",322.45,False
"(8, 3)",20240325_112903,,"[16.92, 41.3, 53.74, 94.05, 94.55, 21.89]",322.45,False
"(9, 3)",20240325_112905,,"[16.92, 41.3, 53.74, 94.05, 94.55, 21.89]",322.45,False
"(10, 3)",20240325_112907,,"[16.92, 41.3, 53.74, 94.05, 94.55, 21.89]",322.45,False
"(11, 3)",20240325_112914,,"[16.92, 41.3, 53.74, 93.8, 94.8, 21.89]",322.45,False
"(0, 1)",20240325_113032,,"[22.64, 92.31, 92.81, 54.74, 41.55, 16.92]",320.96,
"(1, 1)",20240325_113037,,"[22.64, 92.31, 92.81, 54.74, 41.56, 16.92]",320.96,False
"(2, 1)",20240325_113043,,"[22.64, 92.31, 92.81, 54.74, 41.55, 16.92]",320.96,False
"(0, 1)",20240325_113601,,"[22.64, 92.31, 92.81, 54.74, 41.55, 16.92]",320.96,
"(1, 1)",20240325_113607,,"[22.39, 92.55, 92.81, 54.74, 41.55, 16.92]",320.96,False
"(1, 0)",20240325_113621,,"[22.64, 92.31, 92.81, 54.74, 41.56, 16.92]",320.96,
"(0, 1)",20240325_114224,,"[22.64, 92.31, 92.81, 54.74, 41.55, 16.92]",320.96,
"(1, 1)",20240325_114233,,"[22.64, 92.31, 92.81, 54.74, 41.56, 16.92]",320.96,False
"(2, 1)",20240325_114246,,"[22.14, 92.55, 92.81, 54.74, 42.05, 16.42]",320.71,False
"(3, 1)",20240325_114248,,"[22.39, 92.55, 92.56, 54.74, 42.31, 16.42]",320.97,False
"(4, 1)",20240325_114250,,"[22.39, 92.55, 92.56, 54.74, 42.3, 16.42]",320.96,False
"(5, 1)",20240325_114312,,"[16.92, 41.3, 53.99, 93.8, 94.3, 22.14]",322.45,False
"(5, 2)",20240325_114322,,"[16.92, 41.3, 53.99, 93.8, 72.9, 43.79]",322.7,False
"(5, 3)",20240325_114325,,"[16.92, 41.3, 53.99, 93.8, 72.9, 43.79]",322.7,False
"(5, 4)",20240325_114328,,"[16.92, 41.3, 53.99, 93.8, 72.9, 43.79]",322.7,False
"(5, 5)",20240325_114355,,"[16.92, 41.3, 31.35, 116.44, 94.3, 22.39]",322.7,False
"(5, 6)",20240325_114356,,"[16.92, 41.3, 31.35, 116.44, 94.3, 22.39]",322.7,False
"(5, 7)",20240325_114358,,"[16.92, 41.3, 31.35, 116.44, 94.3, 22.39]",322.7,False
"(5, 8)",20240325_114400,,"[16.92, 41.3, 31.35, 116.44, 94.3, 22.39]",322.7,False
"(1, 0)",20240325_114452,,"[11.69, 117.93, 97.28, 107.48, 24.63]",359.02,
"(2, 0)",20240325_114454,,"[11.69, 117.93, 97.28, 107.48, 24.63]",359.02,False
"(3, 0)",20240325_114456,,"[11.69, 117.93, 97.28, 107.48, 24.63]",359.02,False
"(4, 0)",20240325_114459,,"[11.69, 117.93, 97.28, 107.48, 24.63]",359.02,False
"(5, 0)",20240325_114501,,"[11.69, 117.93, 97.28, 107.48, 24.63]",359.02,False
"(1, 0)",20240325_114630,,"[11.69, 117.93, 97.28, 107.48, 24.63]",359.02,
"(2, 0)",20240325_114632,,"[11.69, 117.93, 97.28, 107.48, 24.63]",359.02,False
"(3, 0)",20240325_114635,,"[11.69, 117.93, 97.28, 107.48, 24.63]",359.02,False
"(0, 1)",20240325_115023,,"[17.17, 41.3, 31.35, 116.19, 94.05, 22.64]",322.7,
"(0, 2)",20240325_115025,,"[17.17, 41.3, 31.1, 116.44, 94.05, 22.39]",322.45,False
"(1, 2)",20240325_115041,,"[17.17, 41.06, 55.48, 92.31, 93.81, 22.64]",322.46,False
"(2, 2)",20240325_115052,,"[16.92, 41.3, 54.74, 93.05, 94.05, 22.64]",322.7,False
"(2, 3)",20240325_115101,,"[16.92, 41.3, 54.49, 93.3, 71.67, 45.28]",322.96,False
"(2, 4)",20240325_115108,,"[16.92, 41.3, 54.49, 93.3, 71.66, 45.28]",322.95,False
"(2, 5)",20240325_115120,,"[16.92, 41.3, 54.74, 93.05, 72.16, 44.78]",322.95,False
"(1, 0)",20240325_115428,,"[11.69, 118.18, 97.03, 107.48, 24.88]",359.27,
"(0, 1)",20240325_115807,,"[22.56, 41.55, 54.49, 93.05, 117.64]",329.29,
"(0, 2)",20240325_115810,,"[22.56, 41.55, 54.24, 93.55, 117.39]",329.29,False
"(0, 1)",20240325_115843,,"[22.56, 41.55, 54.24, 93.3, 117.64]",329.29,
"(0, 2)",20240325_115851,,"[22.56, 41.3, 54.49, 93.3, 95.05, 26.5]",333.2,False
"(0, 3)",20240325_115853,,"[22.56, 41.3, 54.24, 93.55, 95.05, 26.5]",333.2,False
"(0, 4)",20240325_115855,,"[22.56, 41.3, 54.24, 93.55, 95.05, 26.5]",333.2,False
"(0, 5)",20240325_115857,,"[22.56, 41.3, 54.24, 93.55, 95.05, 26.5]",333.2,False
"(0, 6)",20240325_115859,,"[22.56, 41.3, 54.24, 93.55, 94.8, 26.71]",333.16,False
"(0, 7)",20240325_115906,,"[22.56, 41.3, 54.49, 93.3, 72.66, 46.73]",331.05,False
"(0, 8)",20240325_115913,,"[22.56, 41.3, 54.49, 93.3, 94.3, 26.91]",332.86,False
"(0, 9)",20240325_115916,,"[22.56, 41.3, 54.49, 93.3, 94.3, 26.91]",332.86,False
"(0, 10)",20240325_115918,,"[22.56, 41.3, 54.49, 93.3, 94.3, 26.91]",332.86,False
"(0, 11)",20240325_115928,,"[22.56, 41.3, 54.49, 93.05, 94.3, 26.91]",332.62,False
"(0, 12)",20240325_115932,,"[22.56, 41.3, 54.49, 93.05, 94.05, 27.12]",332.58,False
"(0, 13)",20240325_115934,,"[22.56, 41.3, 54.49, 93.05, 94.3, 26.91]",332.62,False
"(1, 0)",20240325_120347,,"[16.92, 41.05, 54.49, 93.3, 94.05, 22.39]",322.21,
"(1, 0)",20240325_122612,,"[11.94, 117.93, 97.28, 107.48, 24.63]",359.27,
"(1, 0)",20240325_122729,,"[11.94, 117.93, 97.28, 107.48, 24.63]",359.27,
"(1, 1)",20240325_122755,,"[11.44, 118.18, 97.28, 107.48, 10.2]",344.59,False
"(1, 2)",20240325_122807,,"[6.72, 118.18, 97.28, 107.23, 10.45]",339.86,False
"(0, 1)",20240325_123051,,"[6.72, 118.18, 97.03, 107.48, 10.2]",339.61,
"(0, 2)",20240325_123053,,"[6.47, 118.43, 97.03, 107.48, 10.2]",339.61,False
"(0, 1)",20240325_123145,,"[6.72, 118.18, 97.03, 107.48, 10.2]",339.61,
"(1, 1)",20240325_123154,,"[12.19, 116.94, 98.52, 107.23, 24.88]",359.77,False
"(1, 0)",20240325_123207,,"[16.92, 41.3, 54.24, 93.3, 94.05, 22.39]",322.2,False
"(1, 0)",20240325_124450,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,
"(2, 0)",20240325_124452,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(3, 0)",20240325_124454,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(41, 0)",20240325_124549,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,
"(42, 0)",20240325_124551,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(43, 0)",20240325_124553,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(1, 0)",20240325_124625,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,
"(48, 0)",20240325_124627,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(49, 0)",20240325_124628,,"[11.69, 118.43, 97.53, 107.98, 24.88]",360.51,False
"(50, 0)",20240325_124631,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(1, 0)",20240325_124739,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,
"(48, 0)",20240325_124741,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(49, 0)",20240325_124743,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(50, 0)",20240325_124745,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(48, 0)",20240325_124920,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,
"(49, 0)",20240325_124922,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(50, 0)",20240325_124924,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(48, 0)",20240325_125111,,"[11.69, 118.43, 97.53, 107.98, 24.88]",360.51,
"(49, 0)",20240325_125113,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(48, 0)",20240325_125159,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,
"(49, 0)",20240325_125200,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(50, 0)",20240325_125202,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(1, 0)",20240325_125244,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,
"(48, 0)",20240325_125247,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(49, 0)",20240325_125248,,"[11.69, 118.18, 97.78, 107.98, 24.63]",360.26,False
"(50, 0)",20240325_125250,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(48, 0)",20240325_125334,,"[11.69, 118.18, 97.78, 107.98, 24.63]",360.26,
"(49, 0)",20240325_125336,,"[11.44, 118.43, 97.78, 107.98, 24.88]",360.51,False
"(50, 0)",20240325_125338,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(48, 0)",20240325_125401,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,
"(49, 0)",20240325_125403,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(50, 0)",20240325_125405,,"[11.69, 118.18, 97.78, 107.98, 24.88]",360.51,False
"(48, 0)",20240325_125428,,"[11.44, 118.43, 97.78, 107.98, 24.88]",360.51,
